name,description,cuisine,course,ingredients_name,ingredients_quantity,prep_time (in mins),cook_time (in mins),instructions,image_url,flavour
Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn ,"Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn, is a baked pasta dish.  Ziti is a tube like pasta similar to that of penne, however siti has no ridges on the outer surface and the edges are cut flat at 180 degrees unlike penne which are angularly cut. ",Italian Recipes,Main Course,"Ziti Pasta, Extra Virgin Olive Oil, Button mushrooms, Del Monte Whole Corn Kernels, Salt, Extra Virgin Olive Oil, Basil leaves, Garlic, Onion, Red Chilli flakes, Salt, Sugar, Black pepper powder, Rosemary, Homemade tomato puree, Mozzarella cheese","2 cups Ziti Pasta For the roasted vegetables 2 teaspoons Extra Virgin Olive Oil  12 Button mushrooms  1/2 cup Del Monte Whole Corn Kernels Salt , to taste For the pasta sauce 2 tablespoon Extra Virgin Olive Oil  6 Basil leaves , torn  6 cloves Garlic , finely chopped  1 Onion , finely chopped  2 teaspoons Red Chilli flakes Salt , to taste  1/2 teaspoon Sugar  1 teaspoon Black pepper powder  1 sprig Rosemary  1/2 cup Homemade tomato puree  1 cup Mozzarella cheese , shredded",10.0,40.0,"To begin making the Cheesy Baked Ziti Pasta Recipe with Roasted Mushroom & Corn, we will first cook the ziti pasta. In a saucepan, add water and bring it to a boil. Once the water has boiled, add a teaspoon of salt.Add the ziti pasta to the boiling water and let it cook in the boiling water until it is al dente. This process should take a good 12-15 minutes.Once the pasta has cooked, drain the water and run the cooked ziti pasta under running water to stop the cooking process.Drizzle some oil on top of ziti pasta and make sure to coat all of the pasta with the oil so that the pasta doesn't stick to each other.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Donna_George/Baked_Cheesy_Ziti_With_Mushroom_Roasted_Corn_and_Olives_-1_1600.jpg,"spicy, savory"
Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe),Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) is a variation to Akki Rotti which is a very famous Karnataka’s breakfast dish. Dill leaves are very important in their cuisine as it is locally available. The leaves have a very strong fragrant and pungent taste and is best used for savory purposes. It is added to the rice flour and flattened rice dough and patted on a cloth and then cooked over a flat tawa.,Karnataka,South Indian Breakfast,"Rice flour, Poha (Flattened rice), Dill leaves, Green Chilli, Cumin seeds (Jeera), Salt","1 cup Rice flour  1 cup Poha (Flattened rice)  1 cup Dill leaves , chopped  2 Green Chilli , chopped  1 teaspoon Cumin seeds (Jeera) Salt , to taste",10.0,30.0,"We begin making the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) by soaking the flattened rice with 1/2 cup water for about 30 minutes.Then mash it, till it becomes a soft dough and add the remaining ingredients and bind it using 1/4 cup luke warm water. Knead it to a wet dough but not sticky.Cover with a damp cloth and rest for about 10 minutes.Now to prepare the roti, place a non stick tawa/skillet on the heat. Spread out a large piece of plastic, or parchment paper on your work surface.Grease your palms with oil. Pinch a big ball of dough place it in the centre of the parchment or plastic. Then gently flatten it out to form a hand-patted disc, similar to Thalipeeth.Lift the paper, along with the rotti on it and turning it over, place it on the skillet with the rotti down on the hot skillet. Carefully supporting the rotti peel off the paper. Drizzle a little bit of oil along the edges of the roti and in the centre, into the hole made on the roti and allow it to sizzle and crisp up.When it seems half cooked, flip the roti over with a spatula to cook the other side.Cook well till you have brown patches on both sides. Then, take the roti off the skillet, add a dollop of butter or ghee, and serve immediately. Serve the Karnataka Style Sabsige Soppu Akki Rotti (Dill leaves and flattened Rice Bread Recipe) can be serve along with Karuveppilai Chutney Recipe (A Healthy Curry Leaves Chutney).",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Karnataka_Style_Sabsige_Soppu_Akki_Rotti_Dill_leaves_and_flattened_Rice_Bread_Recipe.jpg,"spicy, savory"
VDAIKAI (OKra) Pula kootu Recipe,"Vendaikai Puli Kootu Recipe is a popular dish in Tamil Nadu and is usually prepared in almost every home to serve along with rice. Vendaikai Puli kootu is okra curry simmered in tamarind sauce with grounded spices. The dish can be prepared in few minutes without any fuss. It can be either gravy or dry one based on your preference. The grounded cumin, ginger and garlic adds unique flavor to the dish.",Tamil Nadu,Lunch,"Bhindi (Lady Finger/Okra), Shallots, Onion, Garlic, Tomato, Ginger Garlic Paste, Tamarind, Red Chilli powder, Cumin seeds (Jeera), Mustard seeds (Rai/ Kadugu), Oil, Curry leaves, Salt","15 Bhindi (Lady Finger/Okra)  10 Shallots  1 Onion  1 Garlic  1 Tomato  1/2 tablespoon Ginger Garlic Paste  1 Tamarind , gooseberry sized  1/2 teaspoon Red Chilli powder , adjustable  1/2 teaspoon Cumin seeds (Jeera)  1/4 teaspoon Mustard seeds (Rai/ Kadugu)  2 tablespoon Oil Curry leaves , few Salt , to taste",15.0,25.0,"To begin with theVendaikai (Okra) Puli Kootu Recipe, first Clean lady’s finger and chop them to small pieces. Use wet cloth or wet issue to clean lady’s finger. Do not wash them in water as they tend to stick. In case of washing them with water, dry them completely and wipe with a cloth.Soak tamarind in a hot water and set aside for 10-15 minutes. Extract tamarind juice from the soaked tamarind and discard the pulpHeat oil in a kadai. Add mustard seed, curry leaves and garlicAdd chopped onions and fry until they become transparent.Add ginger garlic paste followed by tomato. Cook until tomatoes become mushyAdd chopped vendaikai (Okra) and fry them for about 5- 6 minutesPour tamarind water and salt according to your tasteCook until lady’s finger is cooked and water is absorbed. In case of gravy, adjust water level according to your requirements.Serve this Vendaikai Puli Kootu along with Whole Wheat Lachha Paratha for a perfect lunch.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Vendaikai_Puli_Kootu.jpg,savory
Broccoli Oats Smoothie Bowl Recipe,Broccoli Oats Smoothie Bowl is a healthy and satisfying dish to have for breakfast. Starting the day with a healthy breakfast is the best thing you can do for your body. A healthy wholesome start refreshes your body and also your mind. This bowl of smoothie promises to meet all your daily nutrition requirements.,Continental,World Breakfast,"Broccoli, Milk, Curd (Dahi / Yogurt), Instant Oats (Oatmeal), Honey, Mixed fruits, Dry Fruits","1 cup Broccoli , steamed  3/4 cup Milk  1 cup Curd (Dahi / Yogurt)  1/4 cup Instant Oats (Oatmeal) Honey , or sugar as required Mixed fruits , as required, chopped Dry Fruits , as required, chopped",10.0,5.0,"To begin making the Broccoli Oats Smoothie Bowl, add the steamed broccoli, milk, curd, oats and honey in a blender.Blend everything until it is well combined and smooth. Once done, transfer the roccoli Oats smoothie in a bowl and garnish it with fruits and dry fruits of your choice.Serve Broccoli Oats Smoothie Bowl on its own for a healthy or for a more filling breakfast serve with with Masala Omelette Waffles or Spicy Jalapeno Scrambled Eggs Recipe.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nusrath_Jahan/Broccoli__oats_smoothie_bowl.jpg,"sweet, sour"
Moolangi Tovve Recipe - Radish Curry,"Moolangi Tovve is a simple dal which is made with the combination of lentils and vegetables. Tovve is a Kannada term which means a simple, basic and humble dal, something that is not heavy and is light on the tummy.",South Indian Recipes,Lunch,"Mooli/ Mullangi (Radish), Yellow Moong Dal (Split), Turmeric powder (Haldi), Green Chillies, Ginger, Fresh coconut, Ghee, Mustard seeds (Rai/ Kadugu), Dry Red Chillies, Asafoetida (hing), Coriander (Dhania) Leaves, Lemon wedges","3 Mooli/ Mullangi (Radish) , peeled and sliced (5mm thick)  1/2 cup Yellow Moong Dal (Split)  1 teaspoon Turmeric powder (Haldi)  2 Green Chillies , finely chopped  1 teaspoon Ginger , grated  2 tablespoon Fresh coconut , freshly grated For tempering 1 tablespoon Ghee  1 teaspoon Mustard seeds (Rai/ Kadugu)  2 Dry Red Chillies  1 pinch Asafoetida (hing) For garnishingCoriander (Dhania) Leaves , Few sprigs, finely chopped  2 Lemon wedges",10.0,30.0,"To begin making  Moolangi Tovve Recipe - Radish Curry, wash the moong dal couple of times with water and add it to the pressure cooker along with radish, turmeric powder, green chillies and 1.5 cups of water.Pressure cook for 3 whistles. After three whistles turn off the heat and let the pressure release naturally. Once done, open the lid and keep aside. Heat oil in a pan, add asafoetida, mustard and wait for the mustard to pop and then add red chillies and ginger and ler the red chillies crisp up.Now add the cooked dal mixture in the pan with salt to taste and 1.5 cups of water. Brisk boil till the dal gets slightly thick.Once it is done, add the chopped coriander and grated coconut in the Moolangi Tovve and give it a stir. Tun off the heat and transfer the Moolangi Tovve to a serving bowl and serve. Serve Moolangi Tovve Recipe - Radish Curry with Steamed Rice Recipe and Elai Vadam for a comforting lunch.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Moolangi_Tovve__Raddish_Curry_1600.jpg,spicy
Brown Rice In Pressure Cooker Method,"Whole Rice grains with only hull removed is called brown rice. The brown rice is unpolished and hence has all the nutrition of the bran and germ intact. Whole rice has a mild nutty flavor and this rice is particularly rich in thiamine, a B vitamin and iron.",,Lunch,"Brown Rice, Salt, Water","1 cup Brown Rice Salt , if required  2 cups Water",5.0,25.0,"To begin making the Brown Rice Recipe in Pressure Cooker Method, rinse the rice well under running water. Place one cup of washed rice along with two cups of water in the pan of the pressure cooker.Keep the weight on, cover the pressure cooker. Cook the rice in the pressure cooker on medium high heat and after 3 to 4 whistles turn the heat to low. Once you turn the heat to low, simmer the rice for 5 minutes. After 5 minutes, turn off the heat and allow the pressure to release naturally. Rice takes a longer time to cook, hence wait for the pressure to release completely and then open the cooker and use as desired.Serve Brown Rice Recipe with Cabbage And Carrot Thoran, North Karnataka Style Nuggekai Harbyaali and Homemade Yogurt for a comforting meal.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Brown_Rice_in_Pressure_Cooker_Method.jpg,savory
Palak Tovve Recipe - South Indian Dal Palak With Coconut ,"Palak Dal is a tasty and nutritious Karnataka style curry, also known as Palak Tovve, is quick to make and tastes delicious. Palak Dal is a nutritious combination of spinach and lentils, together they create one wholesome curry. Serve it with rotis for a simple weeknight dinner or traditional delicacies like majjige huli on the special festive occasions.",South Indian Recipes,Side Dish,"Spinach Leaves (Palak), Arhar dal (Split Toor Dal), Fresh coconut, Green Chillies, Coriander (Dhania) Leaves, Salt, Ghee, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Asafoetida (hing), Curry leaves","Spinach Leaves (Palak) , 2 bunches, washed and chopped  2 cups Arhar dal (Split Toor Dal)  1 cup Fresh coconut , grated  5 Green Chillies Coriander (Dhania) Leaves Salt , to taste Ingredients for the seasoning 1 tablespoon Ghee  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1/2 teaspoon Cumin seeds (Jeera)  1/4 teaspoon Asafoetida (hing)  5 Curry leaves",20.0,30.0,"To start making Palak Dal, start by cooking the toor dal with 3 cups of water and turmeric powder until it becomes very soft. See how to cook lentils (Dals/Pulses)Next, steam or blanch the chopped spinach. Keep it aside until required. See how to steam vegetablesNow, grind the grated coconut, coriander leaves, green chillies, salt with just enough water in a mixer to blend into a smooth paste. Transfer the paste to a bowl and keep aside.In a saucepan pour in the cooked dal and mash it well until it becomes a smooth paste like. You can use a potato masher, a wooden whisk or a hand blender to do this. Stir in the cooked spinach and the coconut paste into the dal. Stir to combine. Adjust the consistency of the curry by adding a little water.For the seasoning, heat ghee in a small pan over medium heat, add the mustard seeds, cumin seeds and allow them to crackle. Now add curry leaves, asafoetida, and fry for a minute or so. Turn off the heat.Pour this seasoning over the Palak Dal. Simmer the dal over medium heat for few minutes. Turn off the heat.Palak Tovve or Palak Dal is now ready. Serve hot with Stuffed Aubergines.",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Dal_Khadi_Curry/Dal_Palak_Recipe_Healthy_Spinach_Lentil_Curry-2.jpg,"spicy, savory"
Chilli Chicken Cheese Quesadilla Recipe,"Chilli Chicken & Cheese Quesadilla Recipe is a fusion recipe of a classic chili chicken filled inside a mexican quesadilla. Flavoursome chicken tossed in sauces and made spicy which is then filled in tortillas, and a generous helping of cheese to balance out the heat of the chilli chicken.  The chili chicken stuffed quesadillas are then lightly toasted to give it a crunch.",Mexican,Appetizer,"Tortillas, Mozzarella cheese, Butter (Salted), Chicken breasts, Green Bell Pepper (Capsicum), Spring Onion (Bulb & Greens), Garlic, Ginger, Green Chillies, Corn flour, Soy sauce, Tomato Ketchup, Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce), Oil, Salt","4 Tortillas  1/2 cup Mozzarella cheese , grated   4 tablespoons Butter (Salted) , softened For the Chilli Chicken  300 grams Chicken breasts , cut into strips   1/4 cup Green Bell Pepper (Capsicum) , sliced  1/3 cup Spring Onion (Bulb & Greens) , chopped  6 cloves Garlic , finely chopped  2 inch Ginger , finely chopped  2 Green Chillies , slit  1 tablespoon Corn flour  1/2 tablespoon Soy sauce  1 tablespoon Tomato Ketchup  1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce)  1 teaspoon Oil  1 Salt , to taste",20.0,20.0,"To begin making the Chilli Chicken & Cheese Quesadilla Recipe, we will first make the filling for this quesadillas. *For the Chilli Chicken filling To begin making the filling for the Chilli Chicken & Cheese Quesadilla , we will first make the base sauce by mixing corn flour with 1/4 cup of water. in a mixing bowl. To this stir in the soya sauce, ketchup, chilli sauce and salt and mix well. Heat oil in a wok  on high heat; add garlic, ginger, green chillies, spring onions and stir fry for about 30 seconds. Add in the chicken strips and  capsicum on medium heat. Once the capsicum is tender and the chicken is cooked , stir in the corn flour mixture to the wok and cook for a few minutes until the chilli sauce thickens.At this stage turn the heat to high and continue to cook for a few minutes until well combined with the sauce.Garnish  with spring onion leaves, transfer to a bowl and set aside to cool. *To assemble the Chilli Chicken & Cheese Quesadilla You can either use store bought tortillas or make them at home.You can choose to either make Corn Tortillas by following the Homemade Corn Tortilla Recipe or make whole wheat tortillas by following Homemade Whole Wheat Flour Tortillas Recipe. These tortillas can be made ahead and stored in an airtight container. Heat a skillet on medium-low flame, lightly heat up the tortillas for about 10-15 seconds on each side. Place the tortillas on a flat surface like that of a working counter or a chopping board, place the Chilli Chicken filling on one half side of the tortillas, place grated cheese over it and fold it to get a semi circular filled quesadilla. Return these Chilli Chicken & Cheese Quesadilla to the skillet on medium-low flame, smear some softened butter on the top and grill the quesadillas on the pan over medium heat until it is crisp and golden on both sides.Serve Chilli Chicken & Cheese Quesadillas as a party starter along with a refreshing Pomegranate Mint Cocktail, followed by a dessert of Mini Key Lime Pie.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Indo_Chinese_Chilli_Chicken_Quesadilla_Recipe-2_1600.jpg,spicy
Oven Baked Lemon & Herb Zucchini Fries Recipe,"Oven Baked Lemon & Herb Zucchini Fries is a delicious alternative to the otherwise oily, calorie packed fries.",Continental,Appetizer,"Green zucchini, Extra Virgin Olive Oil, Dry mix herbs, Lemon juice, Salt, Red Chilli flakes, Whole Wheat Bread crumbs","2 Green zucchini , cut into thin long strips  1 tablespoon Extra Virgin Olive Oil  2 tablespoons Dry mix herbs  1 tablespoon Lemon juice Salt , to taste  1 teaspoon Red Chilli flakes  1 cup Whole Wheat Bread crumbs",10.0,20.0,"To begin making the Oven Baked Lemon & Herb Zucchini Fries, in a mixing bowl, combine the zucchini strips along with the olive oil, dry mixed herbs, lemon juice, salt to taste and red chilli flakes. Toss the Zucchini until well combined and let it rest for about 15 minutes. Preheat the oven at 220 degree celsius. Now place the bread crumbs in a deep bowl, dunk each of the herb tossed zucchini strips into the bread crumb bowl and coat it well. Place the bread crumb coated zucchini strips onto a baking tray and bake them at 220 degree celsius for 16-18 minutes or until done. Remove from the oven, transfer the Oven Baked Lemon & Herb Zucchini Fries to a serving platter and serve hot. Serve Oven Baked Lemon & Herb Zucchini Fries as an evening snack along with Homemade Healthy Sour Cream Recipe. You could also serve it as part of a meal of along with Veg Chili Cheese Burgers Recipe and Ice Tea Sangria Recipe.",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Articles/Baked_Healthy_Zucchini_Fries_Recipe_12_1600.jpg,"spicy, savory"
Goan Sorak Curry Recipe,"Goan Sorak Curry Recipe is a sweet, spicy, tangy and delicious curry made with a freshly ground coconut masala which has a perfect blend of coconut, onion, garlic and red chillies. It is a flavourful curry with sweet notes from the addition of jaggery, tangy notes from fresh kokum, and heat from the red and green chillies. ",Goan Recipes,Dinner,"Oil, Kokum (Malabar Tamarind), Green Chillies, Jaggery, Salt, Coriander (Dhania) Leaves, Fresh coconut, Onion, Garlic, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Dry Red Chillies, Turmeric powder (Haldi)","1 tablespoon Oil  3 Kokum (Malabar Tamarind)  2 Green Chillies , slit  1 tablespoon Jaggery Salt , to taste  4 sprig Coriander (Dhania) Leaves , finely chopped For the sorak curry masala 1 cup Fresh coconut , grated  1 Onion , roughly chopped  4 cloves Garlic  1 teaspoon Cumin seeds (Jeera)  2 teaspoons Coriander (Dhania) Seeds  8 Dry Red Chillies  1/2 teaspoon Turmeric powder (Haldi)",15.0,15.0,"To begin making the Goan Sorak Curry Recipe, we will first grind the sorak curry masala. In a mixer jar, combine the onion, garlic, cumin seeds, coriander seeds, dry red chillies, coconut and turmeric. Add 1/2 cup of warm water and blend to make a smooth paste. Heat oil in a heavy bottom pan over medium heat; add the green chilli and the freshly ground goan sorak curry masala. Saute for 2 minutes or until the raw smell of the masala disappears. Next add in the salt, jaggery, kokum, one cup of water and bring the goan sorak curry to a brisk boil. Adjust the salt and seasoning according to your taste. Turn off the heat and garnish the goan sorak curry with coriander leaves and serve. Serve the Goan Sorak Curry along with Ghee Rice or even Goan Poee for lunch or dinner.",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/Goan_Sorak_Curry_Recipe_1_1600.jpg,savory
